Mean488,Mean560,Cell Status
848.48,9581.73,Dead
1114.07,21947.35,Dead
970.01,8008.29,Dead
817.05,8429.14,Dead
816.66,5258.79,Dead
1015.93,9207.17,Dead
806.34,415.21,Dead
836.81,9707.38,Dead
1299.21,21708.48,Dead
893.09,5028.03,Dead
1121.88,8431.26,Dead
1190.91,19103.23,Dead
935.68,11429.58,Dead
838.28,493.58,Dead
804.96,8811.01,Dead
892.38,9314.13,Dead
952.86,10712.2,Dead
1174.51,11327.43,Dead
859.87,8734.04,Dead
1585.62,578.2,Dead
935.28,8772.41,Dead
941.45,8858.47,Dead
1478.32,23917.15,Dead
907.48,9459.01,Dead
1149.88,16889.32,Dead
836.25,7902.55,Dead
813.14,7906.04,Dead
983.43,10318.49,Dead
1012.72,9228.67,Dead
985.81,10180.03,Dead
881.26,12158.79,Dead
1116.57,7684.43,Dead
1286.74,495.27,Dead
1106.39,12440.62,Dead
892.22,5594.62,Dead
1039.34,7622.95,Dead
947.39,11040.69,Dead
1046.4,13833.03,Dead
816.68,4565.8,Dead
1080.96,10202.7,Dead
1873.66,24193.27,Dead
1059.47,11414.05,Dead
1396.37,28338.04,Dead
1081.2,18148.55,Dead
868.34,8700.7,Dead
856.95,8403.85,Dead
846.67,392.31,Dead
1073.13,13817.42,Dead
1220.45,17204.63,Dead
778.65,5831.61,Dead
1113,11695.14,Dead
643.27,328.05,Dead
1446.28,29685.08,Dead
1047.56,12452.23,Dead
930.57,10716.05,Dead
1369.75,12461.19,Dead
930.8,13192.79,Dead
1160.8,15562.13,Dead
863,4712.07,Dead
875.67,7239.84,Dead
1051.55,13350.39,Dead
1168.49,13409.89,Dead
1200.81,15820.57,Dead
1275.98,17848.75,Dead
905.38,10397.69,Dead
765.92,6068.11,Dead
1049.86,11925.12,Dead
1164.4,516.69,Dead
899.28,9884.83,Dead
962.26,11687.52,Dead
1205.29,14365.46,Dead
806.68,8199.44,Dead
1504.73,15050.24,Dead
939.72,5466.17,Dead
772.75,457.44,Dead
912.55,10950.6,Dead
846.73,6649.79,Dead
584.12,338.16,Dead
901.59,6199.71,Dead
1032.41,12696.91,Dead
756.54,4534.19,Dead
1098.26,16347.45,Dead
801.26,6401.18,Dead
1334.12,14319.45,Dead
1097,15415.89,Dead
1270.07,22324.6,Dead
1078.72,13113.09,Dead
868.88,8650.01,Dead
851.16,10289.66,Dead
862.58,9928.48,Dead
991.19,12869.8,Dead
855,9308.25,Dead
975.06,12042.07,Dead
907.28,553.37,Dead
1028.2,13854.36,Dead
779.24,7841.4,Dead
1255.28,21152.02,Dead
1334.64,21081.56,Dead
1040.89,14489.84,Dead
743.33,6498.28,Dead
780.28,6837.41,Dead
1113.2,9441.41,Dead
991.3,12354.52,Dead
1231.76,13407.31,Dead
951.45,8944.04,Dead
1130.29,10590.16,Dead
1173.36,10653.52,Dead
896.74,8653.84,Dead
669.68,5918.51,Dead
1039.84,15259.18,Dead
1142.38,380.23,Dead
1294.91,21941.25,Dead
1130.4,13286.02,Dead
1077.16,10075.53,Dead
956.93,10079.75,Dead
975,15438.17,Dead
1201.65,22657.84,Dead
1070.38,13507.03,Dead
1460.87,23545.16,Dead
875.11,5103.36,Dead
1353.06,17760.31,Dead
1474.45,20481.55,Dead
932.61,12135.69,Dead
1098.36,20006.96,Dead
830.16,10767.23,Dead
1035.24,10452.36,Dead
1180.88,17091.28,Dead
820.12,8092.61,Dead
1553.11,18991.66,Dead
1306.71,24629.71,Dead
1203.26,20050.8,Dead
1269.56,13984.2,Dead
1248.26,23382.08,Dead
864.28,10873.03,Dead
670.55,5091.36,Dead
961.8,10213.74,Dead
1376.72,9161.28,Dead
1353.66,21383,Dead
1003.18,7799.83,Dead
939.12,10843.21,Dead
1425.88,27613.68,Dead
810.74,8391.38,Dead
1202.43,16998.96,Dead
1414.12,22837.41,Dead
807.89,9736.8,Dead
1380.45,31903.53,Dead
1118.27,14817.69,Dead
1406.04,29433.48,Dead
1957.54,32410.85,Dead
1149.36,18215.79,Dead
1353.3,26035.16,Dead
771.32,5696.88,Dead
1090.62,17120.91,Dead
1142.88,14629.85,Dead
998.4,13209.06,Dead
954.63,10604.12,Dead
800.65,7265.32,Dead
922.12,7274.51,Dead
777.74,4494.96,Dead
1021.43,17110.49,Dead
936.43,7518.8,Dead
1207.72,12693.39,Dead
922.31,10128.84,Dead
1204.04,18935.11,Dead
802.24,10018.85,Dead
1022.22,16281.62,Dead
1304.34,16329.32,Dead
1058.36,13884.22,Dead
2013.95,13751.1,Dead
865,9449.07,Dead
884.2,7727.82,Dead
1129.29,14852.27,Dead
1046.87,11669.29,Dead
1144.2,8745.93,Dead
1118.36,14500.94,Dead
1105.47,16319.81,Dead
923.52,11168.12,Dead
1170.2,14998.93,Dead
1046.56,474.6,Dead
814.49,8760.77,Dead
574.36,348.92,Dead
1535.54,17498.08,Dead
677.29,340.24,Dead
713.24,4023.62,Dead
1124.15,19241.45,Dead
1456.25,29288.59,Dead
823.3,7979.66,Dead
1131.31,17679.62,Dead
719.52,7701.46,Dead
1116.64,15223.19,Dead
1046.94,17459.77,Dead
1075.64,13014.94,Dead
1572.61,26567.09,Dead
1219.13,13866.52,Dead
814.91,8140.75,Dead
1412.97,24867.55,Dead
861.35,11324.58,Dead
912.67,5834.94,Dead
1092.04,13410.44,Dead
1400.58,21397.44,Dead
1202.2,23181.56,Dead
1278.53,24519.51,Dead
1112.48,21757.16,Dead
1250.08,19663.97,Dead
1063.89,9076.55,Dead
1219.27,19748.09,Dead
1554.77,21962.65,Dead
1397.82,19889.17,Dead
805.36,8500.17,Dead
1253.73,15814.36,Dead
2813.89,30416.33,Dead
1184.34,16523.28,Dead
799.56,7878.07,Dead
917.97,366.32,Dead
527.51,5164.41,Dead
616.05,6674.29,Dead
535.92,4593.67,Dead
519.65,4622.73,Dead
662.79,7715.32,Dead
513.52,4340.51,Dead
478.87,972.69,Dead
781.6,279.34,Dead
699.24,4296.51,Dead
606.83,7081.71,Dead
524.33,4600.08,Dead
613.96,5732.54,Dead
545.18,6495.51,Dead
555.77,3253,Dead
541.33,246.04,Dead
563.02,5538.48,Dead
613.27,6667.36,Dead
593.7,6743.27,Dead
688.48,238.96,Dead
555.16,5345.12,Dead
690.3,11282.41,Dead
616.28,6117.96,Dead
569.72,5991.09,Dead
667.63,6238.66,Dead
546.36,4797.49,Dead
601.76,6458.36,Dead
600.8,6006.74,Dead
584.1,5284.84,Dead
568.76,5191.16,Dead
650.67,6902.86,Dead
950.34,289.84,Dead
623.17,5727.12,Dead
429.21,732.26,Dead
519.88,5069.57,Dead
607.22,5534.2,Dead
1001.69,260.05,Dead
604.72,6798.17,Dead
582,4787,Dead
655.91,7256.93,Dead
748.97,6398.97,Dead
576.06,5650.45,Dead
736.22,7988.64,Dead
1181.32,285.61,Dead
660.22,4325.6,Dead
581.88,5494.69,Dead
656.88,7500.92,Dead
620.26,7254.56,Dead
622.29,252.13,Dead
579.65,5521.49,Dead
599.53,5830.71,Dead
560.03,222.82,Dead
728.82,7137.25,Dead
587.54,5497.64,Dead
629.41,3502.81,Dead
643.8,238.39,Dead
616.31,6608.21,Dead
560.52,4838.94,Dead
1256.52,289.2,Dead
606.93,6510.23,Dead
624.8,227.78,Dead
648.64,6374.72,Dead
1774.17,347.67,Dead
630.07,7181.42,Dead
686.03,7414.01,Dead
602.12,5729.03,Dead
564.63,5355.15,Dead
680.52,7141.11,Dead
649.26,6486.28,Dead
815.96,338.88,Dead
615.09,6002.7,Dead
820.57,8288.05,Dead
481.87,522.8,Dead
820.36,8867.2,Dead
609.89,5711.64,Dead
1010.04,273.92,Dead
626.85,5534.52,Dead
721.91,10150.36,Dead
597.88,4776.41,Dead
625.79,6711.12,Dead
597.29,5519.28,Dead
697.72,8026.1,Dead
914.98,257.69,Dead
688.96,9064.14,Dead
626.81,6121.91,Dead
598.27,238,Dead
590.49,5538.06,Dead
655.9,4585.53,Dead
578.6,232.06,Dead
666.94,6916.17,Dead
849.48,253.79,Dead
665.56,6511,Dead
687.44,7698.92,Dead
584.19,238.52,Dead
683.68,7540.12,Dead
611.41,2782.63,Dead
633.23,6152.5,Dead
815.83,252.02,Dead
758.8,238.03,Dead
661.69,5764.9,Dead
708.44,7872,Dead
582.66,2839.96,Dead
772.08,9700.75,Dead
597.84,5740.72,Dead
688.38,7450.19,Dead
590.86,1697.51,Dead
654.76,4682,Dead
644.55,5873.43,Dead
601.19,3058.38,Dead
945.87,279.96,Dead
701.78,6075.93,Dead
730.59,7006.4,Dead
658.76,5794.96,Dead
665.91,249.6,Dead
721.47,8689.23,Dead
710.54,6911.75,Dead
702.64,368.36,Dead
722.58,6788.62,Dead
1021.77,285.19,Dead
699.43,6431.18,Dead
912.2,262.08,Dead
831.28,267.96,Dead
704.64,7418.02,Dead
782.22,256.72,Dead
708.14,6832.49,Dead
552.96,233.44,Dead
871.45,9963.97,Dead
782.32,6386.58,Dead
752.82,7606.04,Dead
661.64,5819.74,Dead
661.6,6567.94,Dead
724.66,8025.7,Dead
697.16,8140.84,Dead
748.24,8410.13,Dead
604.1,643.37,Dead
757.75,8075.2,Dead
673.25,6621.36,Dead
772.87,10278.2,Dead
739.47,4325,Dead
626.2,5262.62,Dead
909.16,5478.52,Dead
708.03,6623.05,Dead
809.08,9190.95,Dead
634.05,4320.1,Dead
750.34,8560.53,Dead
874.93,11922.92,Dead
1046.56,11565.52,Dead
1124.33,3516.71,Dead
774.38,7953.34,Dead
1125.58,12806.14,Dead
666.07,6308.11,Dead
729.23,7992.64,Dead
642.41,5413.68,Dead
791.27,9825.48,Dead
850.96,281.76,Dead
704.63,6245.26,Dead
790.76,7951.33,Dead
949.8,10527.77,Dead
758.31,8658.19,Dead
739.66,6659.24,Dead
810.51,8287.3,Dead
764.49,10190.68,Dead
816,9390.16,Dead
982.5,310.37,Dead
682.62,3499.86,Dead
842.12,8425.28,Dead
713.16,6409.66,Dead
860.36,10633.72,Dead
767.61,8247.33,Dead
797.64,8263.28,Dead
775.4,6717.17,Dead
1032.16,315.89,Dead
772.07,8262.16,Dead
735.28,8911.5,Dead
849.12,9600.85,Dead
742.1,7196.11,Dead
811.47,6625.15,Dead
721.97,6401.69,Dead
801.98,8789.67,Dead
649.86,269.58,Dead
701.78,3866.06,Dead
1070.31,12599.08,Dead
803.61,9255.18,Dead
828.61,9790.48,Dead
953.15,5883.59,Dead
721.4,6457.92,Dead
758.89,7562.91,Dead
935.77,8073.71,Dead
804.62,8475.34,Dead
1139.09,299.61,Dead
741.56,6894.48,Dead
805.14,9739.46,Dead
921.45,13011.39,Dead
807.83,9707.83,Dead
838.21,9323.81,Dead
826.27,3869.37,Dead
495.68,3431.53,Dead
811.95,9269.44,Dead
599.44,236.88,Dead
857.98,264.15,Dead
719.17,6595.67,Dead
742.97,7640.43,Dead
945.08,6472.46,Dead
774.96,7678.58,Dead
753.58,6203.28,Dead
999.92,4917.17,Dead
838.75,9578.22,Dead
749.69,6716.11,Dead
1024.85,17138.62,Dead
846.89,10198.81,Dead
861.97,9308.51,Dead
961.57,10349,Dead
768,7361.87,Dead
1114.01,301.49,Dead
856.07,10392.7,Dead
2027.91,382.3,Dead
740.45,7722.41,Dead
788.45,8137.8,Dead
567.44,2711.05,Dead
769.2,6812.3,Dead
937.94,4334.82,Dead
816.48,4195.28,Dead
793.62,7853.04,Dead
783.89,7519.64,Dead
848.42,8674.82,Dead
804.5,6637.76,Dead
861.52,8640.55,Dead
642.75,260.66,Dead
902.53,280.26,Dead
857.17,9134.47,Dead
806,7010.61,Dead
937.7,11013.8,Dead
939.64,265.51,Dead
849.22,8474.37,Dead
994.84,11274.9,Dead
1015.13,13942.16,Dead
928.01,14200.2,Dead
1014.73,9998.19,Dead
873.8,6624.83,Dead
800.06,9078.23,Dead
1289.88,344.56,Dead
884.8,8747.94,Dead
825.52,5722.2,Dead
899.23,4178.88,Dead
945.31,10042.05,Dead
934.9,11574.12,Dead
718.12,248.84,Dead
894.12,10448.9,Dead
982.33,14620.49,Dead
816.59,7937.21,Dead
794,6488.86,Dead
924.7,8057.42,Dead
924.56,9546.54,Dead
1117.93,16745.43,Dead
1113.63,19095.68,Dead
1254.86,11899.43,Dead
1288.32,293.57,Dead
863.72,9522.91,Dead
762.89,5679.05,Dead
861.24,10067.83,Dead
975.94,15806.92,Dead
859.24,9236.05,Dead
917.43,11243.15,Dead
831.91,7900.85,Dead
847.42,4494.61,Dead
1154.7,20745.39,Dead
907.39,272.4,Dead
916.96,7338.79,Dead
791.67,9078.92,Dead
1033,14239.05,Dead
850.71,6809.93,Dead
797.68,253.42,Dead
1074.93,16362.57,Dead
931.51,12043.71,Dead
893.4,6519.82,Dead
937.84,271.45,Dead
535.36,248.56,Dead
930.52,9731.86,Dead
775.25,5057.5,Dead
962,13186.29,Dead
1000.39,13094.11,Dead
887.07,6853.89,Dead
1136.31,302.23,Dead
962.66,8089.87,Dead
681.63,250,Dead
935.95,11930.33,Dead
869.15,5402.43,Dead
817.16,7532.55,Dead
519.52,1883.89,Dead
911.95,8135.47,Dead
710.39,254.98,Dead
1038.18,12268.14,Dead
968.03,10284.52,Dead
938,7578.51,Dead
862.04,8766.26,Dead
1306.04,294.78,Dead
986.1,10436.33,Dead
852.33,9748.12,Dead
674.87,257.59,Dead
1020.32,14750.61,Dead
961.57,268.64,Dead
888.52,9852.08,Dead
802.15,8616.87,Dead
539.96,225.69,Dead
1522.72,2864.98,Dead
912.58,10149.59,Dead
875.76,8542.81,Dead
991.12,13326.84,Dead
605.16,240.38,Dead
1034.31,267.59,Dead
846.27,6304.68,Dead
1056.3,10266.64,Dead
578.85,236.89,Dead
918.86,7709.39,Dead
899.78,8970.27,Dead
882.81,8630.87,Dead
813.69,9944.92,Dead
965.05,8150.95,Dead
872.24,8337.03,Dead
842.67,8071.17,Dead
909.03,10309.03,Dead
938.72,10201.72,Dead
918.54,9983.94,Dead
1024.16,10959.23,Dead
854.4,7960.91,Dead
1390.76,323.42,Dead
973.38,11209.71,Dead
1070.19,12436.09,Dead
883.69,8051.93,Dead
1007.76,11992.85,Dead
990.36,9509.77,Dead
938.72,10298.11,Dead
1116.77,286.28,Dead
1203.67,15605.94,Dead
999.2,9737.99,Dead
890.71,8398.8,Dead
929.58,271.71,Dead
887.74,9434.76,Dead
1028.83,10294.24,Dead
898.24,6950.58,Dead
826.26,8098.08,Dead
864.88,8695.65,Dead
1006.33,14557.37,Dead
932.45,9919.8,Dead
1086.06,13157.25,Dead
966.2,10915.92,Dead
792.38,7144.36,Dead
1250.17,326.14,Dead
822.07,7696.77,Dead
1118.94,18647.67,Dead
907.86,9014.08,Dead
867.17,7963.32,Dead
810.59,8426.56,Dead
979.83,12328.03,Dead
1138.27,18678.68,Dead
883.5,8098.62,Dead
814.88,6915.99,Dead
785.82,4242.62,Dead
914.64,11378.69,Dead
683.3,251.57,Dead
826.15,7213.79,Dead
841.38,8604.61,Dead
985.69,8046.66,Dead
889.66,9616.88,Dead
996.31,18355.38,Dead
882.88,9516.27,Dead
734.04,7541.81,Dead
815.04,9036.59,Dead
